id	string
1113066	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">祕儀召主</a><br>\0
1113067	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">樞機主教</a><br>\0
1113068	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">昭聖者</a><br>\0
1113069	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">伊娃神殿騎士</a><br>\0
1113070	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">伊娃吟遊詩人</a><br>\0
1113071	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">疾風浪人</a><br>\0
1113072	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">月光箭靈</a><br>\0
1113073	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">伊娃祕術詩人</a><br>\0
1113074	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">元素支配者</a><br>\0
1113075	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">伊娃聖者</a><br>\0
1113076	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">席琳冥殿騎士</a><br>\0
1113077	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">幽冥舞者</a><br>\0
1113078	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">魅影獵者</a><br>\0
1113079	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">幽冥箭靈</a><br>\0
1113080	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">暴風狂嘯者</a><br>\0
1113081	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">闇影支配者</a><br>\0
1113082	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">席琳聖者</a><br>\0
1113083	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">泰坦</a><br>\0
1113084	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">卡巴塔里宗師</a><br>\0
1113085	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">君主</a><br>\0
1113086	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">末日戰狂</a><br>\0
1113087	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">財富獵人</a><br>\0
1113088	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=3">巨匠</a><br>\0
1114088	u,<a action="bypass -h menu_select?ask=-2&reply=380">決鬥者</a><br>\0
1114089	u,<a action="bypass -h menu_select?ask=-2&reply=381">猛將</a><br>\0
1114090	u,<a action="bypass -h menu_select?ask=-2&reply=382">聖凰騎士</a><br>\0
1114091	u,<a action="bypass -h menu_select?ask=-2&reply=383">煉獄騎士</a><br>\0
1114092	u,<a action="bypass -h menu_select?ask=-2&reply=384">人馬</a><br>\0
1114093	u,<a action="bypass -h menu_select?ask=-2&reply=385">冒險英豪</a><br>\0
1114094	u,<a action="bypass -h menu_select?ask=-2&reply=386">大魔導士</a><br>\0
1114095	u,<a action="bypass -h menu_select?ask=-2&reply=387">魂狩術士</a><br>\0
1114096	u,<a action="bypass -h menu_select?ask=-2&reply=388">祕儀召主</a><br>\0
1114097	u,<a action="bypass -h menu_select?ask=-2&reply=389">樞機主教</a><br>\0
1114098	u,<a action="bypass -h menu_select?ask=-2&reply=390">昭聖者</a><br>\0
1114099	u,<a action="bypass -h menu_select?ask=-2&reply=391">伊娃神殿騎士</a><br>\0
1114100	u,<a action="bypass -h menu_select?ask=-2&reply=392">伊娃吟遊詩人</a><br>\0
1114101	u,<a action="bypass -h menu_select?ask=-2&reply=393">疾風浪人</a><br>\0
1114102	u,<a action="bypass -h menu_select?ask=-2&reply=394">月光箭靈</a><br>\0
1114103	u,<a action="bypass -h menu_select?ask=-2&reply=395">伊娃祕術詩人</a><br>\0
1114104	u,<a action="bypass -h menu_select?ask=-2&reply=396">元素支配者</a><br>\0
1114105	u,<a action="bypass -h menu_select?ask=-2&reply=397">伊娃聖者</a><br>\0
1114106	u,<a action="bypass -h menu_select?ask=-2&reply=398">席琳冥殿騎士</a><br>\0
1114107	u,<a action="bypass -h menu_select?ask=-2&reply=399">幽冥舞者</a><br>\0
1114108	u,<a action="bypass -h menu_select?ask=-2&reply=400">魅影獵者</a><br>\0
1114109	u,<a action="bypass -h menu_select?ask=-2&reply=401">幽冥箭靈</a><br>\0
1114110	u,<a action="bypass -h menu_select?ask=-2&reply=402">暴風狂嘯者</a><br>\0
1114111	u,<a action="bypass -h menu_select?ask=-2&reply=403">闇影支配者</a><br>\0
1114112	u,<a action="bypass -h menu_select?ask=-2&reply=404">席琳聖者</a><br>\0
1114113	u,<a action="bypass -h menu_select?ask=-2&reply=405">泰坦</a><br>\0
1114114	u,<a action="bypass -h menu_select?ask=-2&reply=406">卡巴塔里宗師</a><br>\0
1114115	u,<a action="bypass -h menu_select?ask=-2&reply=407">君主</a><br>\0
1114116	u,<a action="bypass -h menu_select?ask=-2&reply=408">末日戰狂</a><br>\0
1114117	u,<a action="bypass -h menu_select?ask=-2&reply=409">財富獵人</a><br>\0
1114118	u,<a action="bypass -h menu_select?ask=-2&reply=410">巨匠</a><br>\0
1115127	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">狂戰士</a><br>\0
1115128	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">碎魂者</a><br>\0
1115129	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">碎魂者</a><br>\0
1115130	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">弩弓遊俠</a><br>\0
1115131	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">末日使者</a><br>\0
1115132	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">追魂使</a><br>\0
1115133	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">追魂使</a><br>\0
1115134	u,<a action="bypass -h menu_select?ask=-2&reply=41&state=1">魔彈射手</a><br>\0
1116127	u,<a action="bypass -h menu_select?ask=-2&reply=411">狂戰士</a><br>\0
1116128	u,<a action="bypass -h menu_select?ask=-2&reply=412">碎魂者</a><br>\0
1116129	u,<a action="bypass -h menu_select?ask=-2&reply=413">碎魂者</a><br>\0
1116130	u,<a action="bypass -h menu_select?ask=-2&reply=414">弩弓遊俠</a><br>\0
1116131	u,<a action="bypass -h menu_select?ask=-2&reply=415">末日使者</a><br>\0
1116132	u,<a action="bypass -h menu_select?ask=-2&reply=416">追魂使</a><br>\0
1116133	u,<a action="bypass -h menu_select?ask=-2&reply=417">追魂使</a><br>\0
1116134	u,<a action="bypass -h menu_select?ask=-2&reply=418">魔彈射手</a><br>\0
1116135	u,<a action="bypass -h menu_select?ask=-2&reply=419">戰鬥巡官</a><br>\0
1116136	u,<a action="bypass -h menu_select?ask=-2&reply=420">軍武判官</a><br>\0
1119999	a, \0
1120001	u,灰爪庫圖斯（lv23）\0
1120002	u,土瑞克傭兵隊長（lv30）\0
1120003	u,隱遁蜘蛛 克列圖（lv42）\0
1120004	u,憤怒的提萊斯（lv55）\0
1120005	u,農民叛軍隊長鬼魂（lv50）\0
1120006	u,水中庭園守護者三號（lv60）\0
1120007	u,潘 柴特（lv25）\0
1120008	u,布賴卡法魔 帕斯圖（lv34）\0
1120009	u,司塔卡拓女王 潔魯娜（lv34）\0
1120010	u,卡圖先鋒隊長 亞圖易（lv49）\0
1120011	u,阿特萊班（lv53）\0
1120012	u,伊娃守護者 米列奴（lv58）\0
1120013	u,席琳的死神 卡布里歐﹝lv70﹞\0
1120014	u,提拉克（lv28）\0
1120015	u,雷米爾（lv35）\0
1120016	u,巴立恩（lv47）\0
1120017	u,卡勒特（lv49）\0
1120018	u,拜勒法（lv51）\0
1120019	u,拉何（lv65）\0
1120020	u,柯爾能（lv75）\0
1120021	u,蒼空的畢肯（lv45）\0
1120022	u,愛情失敗者 凱爾（lv24）\0
1120023	u,偉大的靈魂 采爾圖巴（lv35）\0
1120024	u,暴風的魔法師 台勒客（lv40）\0
1120025	u,紅旗隊長 沙卡（lv52）\0
1120026	u,妖精森林守護者 儒諾（lv55）\0
1120027	u,血腥祭司 茹德圖（lv69）\0
1120028	u,摩拉公主（lv25）\0
1120029	u,貓眼（lv30）\0
1120030	u,貓團首領（lv39）\0
1120031	u,提瑪克獸人搜索隊長（lv44）\0
1120032	u,暴走機械高崙（lv43）\0
1120033	u,失魂者野豬（lv59）\0
1120034	u,柯林姆（lv70）\0
1120035	u,精靈 雷諾亞（lv29）\0
1120036	u,賽查的召喚者（lv35）\0
1120037	u,腐爛樹雷比魯（lv44）\0
1120038	u,夏可蘭（lv45）\0
1120039	u,咒術士伊索（lv55）\0
1120040	u,井之亡靈 莉帝雅（lv60）\0
1120041	u,安塔瑞斯的祭司 柯隆（lv74）\0
1120042	u,巴列斯的密使 梅亞拿（lv30）\0
1120043	u,伊克魯斯實驗體1號（lv40）\0
1120044	u,典獄長基洛德（lv35）\0
1120045	u,妖精女王的使者 貝崙（lv50）\0
1120046	u,流亡犧牲者 雷歐（lv56）\0
1120047	u,昂赫的猛虎王（lv65）\0
1120048	u,牛角將軍 勾爾昆達（lv79）\0
1120049	u,朗克族長 瑞許寇絲（lv24）\0
1120050	u,普庫祭司長 迦瑪許（lv33）\0
1120051	u,殺戮王 克圖（lv50）\0
1120052	u,里多族長 塔金（lv40）\0
1120053	u,巴列斯的巫女 瑟菲亞（lv55）\0
1120054	u,黑卡特原型（lv65）\0
1120055	u,懲罰之火 斯萊爾（lv78）\0
1120056	u,死靈 畢佛隆（lv21）\0
1120057	u,殭屍之王 可羅（lv25）\0
1120058	u,炎之沙達（lv35）\0
1120059	u,巫醫王賽魯（lv40）\0
1120060	u,塔爾克王（lv48）\0
1120061	u,獨角獸 帕妮爾（lv54）\0
1120062	u,巨人 拿爾帕拿克（lv60）\0
1120063	u,咆哮的天雷瑟（lv70）\0
1120064	u,伊昆帝（lv25）\0
1120065	u,拉克列滿（lv30）\0
1120066	u,蜥蜴人隊長 海盧因（lv38）\0
1120067	u,獸王 卡盧塔（lv45）\0
1120068	u,黑色蕾爾莉（lv55）\0
1120069	u,巨人神像守護者 卡龍（lv60）\0
1120070	u,惡魔 庫里圖司（lv59）\0
1120071	u,塔沙巴族長 黑雷拿（lv35）\0
1120072	u,亞佩丕（lv30）\0
1120073	u,克洛諾斯的使魔 喵喵（lv34）\0
1120074	u,大地守護者 帕勒森（lv43）\0
1120075	u,法利昂的使者 洛克尼斯（lv70）\0
1120076	u,雙龍祭司長 席夏克（lv72）\0
1120077	u,可羅津 帕迪夏 索貝克（lv74）\0
1120078	u,大海之炎 阿夏其爾（lv76）\0
1120079	u,水之夸特 阿特卡（lv40）\0
1120080	u,賽貝克（lv36）\0
1120081	u,法利昂的侍從 席卡（lv40）\0
1120082	u,受詛咒的克拉拉（lv50）\0
1120083	u,死亡之王 哈勒特（lv73）\0
1120084	u,靈魂收藏者 阿克隆（lv35）\0
1120085	u,咆哮的君主卡斯特（lv62）\0
1120086	u,風暴之翼 那卡（lv75）\0
1120087	u,提瑪克祭司長 拉葛斯（lv57）\0
1120088	u,背叛者安德拉斯的怨靈（lv69）\0
1120089	u,遠古神祕飛龍（lv60）\0
1120090	u,巴諾爾族長 坎德拉（lv72）\0
1120091	u,亞比斯 布魯肯特（lv59）\0
1120092	u,哈里特英雄 達瑪許（lv55）\0
1120093	u,最後的下巨人 歐克斯（lv75）\0
1120094	u,最後的下巨人 克拉奇（lv78）\0
1120095	u,破滅之刃 塔那透斯（lv72）\0
1120096	u,怪力的巴爾塔奴斯（lv75）\0
1120097	u,帕力巴提女王 提米斯（lv70）\0
1120098	u,翼魔之王 岱依封（lv65）\0
1120099	u,泰可的大軍長 阿拉克（lv60）\0
1120100	u,札肯的處刑者 克蘭茲 （lv55）\0
1120101	u,鋼鐵巨人的圖騰（lv45）\0
1120102	u,柯爾能的心腹 卡洛妮（lv67）\0
1120103	u,女王 黛卡比雅（lv75）\0
1120104	u,獸王 貝希莫斯（lv70）\0
1120105	u,反抗軍領導 塔拉金（lv28）\0
1120106	u,卡爾拿馬可斯（lv50）\0
1120107	u,死亡之王 伊波斯（lv75）\0
1120108	u,莉莉絲的巫女 瑪麗黎恩（lv50）\0
1120109	u,異教徒監視者 柯爾貝隆（lv55）\0
1120110	u,亞納的大敵札 卡隆（lv70）\0
1120111	u,死亡之王 夏克斯（lv75）\0
1120112	u,溫泉守護者 黑斯提亞（lv78）\0
1120113	u,肯特拉的英雄 黑卡頓（lv80）\0
1120114	u,肯特拉司令官 泰爾（lv80）\0
1120115	u,肯特拉族長 布拉齊（lv80）\0
1120116	u,巴瑞卡的英雄 夏帝斯（lv80）\0
1120117	u,巴瑞卡司令官 摩斯（lv80）\0
1120118	u,巴瑞卡族長 荷魯斯（lv80）\0
1120119	u,安柏爾（lv80）\0
1120120	u,惡魔的代理人 法斯騰（lv66）\0
1120121	u,輝煌之炎 貝拉凱爾（lv70）\0
1120122	u,艾爾哈爾德 潘 哈曼（lv71）\0
1120123	u,巨大荒原邪惡蜥蜴（lv30）\0
1120124	u,翼魔之王 西洛可（lv35）\0
1120125	u,蘇卡鼠人族長（lv21）\0
1120126	u,虎蜂（lv26）\0
1120127	u,追擊隊長 夏魯克（lv23）\0
1120128	u,教主 庫勒保洛斯（lv26）\0
1120129	u,庫勒保洛斯的祭司（lv23）\0
1120130	u,食腐之魂（lv25）\0
1120131	u,被遺棄的守護者（lv20）\0
1120132	u,達高尼爾的使者 瑪雷斯（lv21）\0
1120133	u,殭屍之王 法拉克蘇斯（lv20）\0
1120134	u,瘋狂的野獸（lv20）\0
1120135	u,伊克魯斯的使者 凱沙（lv21）\0
1120136	u,卡里巴斯卿的亡靈（lv34）\0
1120137	u,司令 坦佛斯特（lv36）\0
1120138	u,赤眼隊長 特萊契亞（lv35）\0
1120139	u,奴爾卡的密使（lv33）\0
1120140	u,女王的親衛隊長（lv32）\0
1120141	u,普雷姆 普萊（lv38）\0
1120142	u,阿魯肯基座（lv45）\0
1120143	u,巴列斯之眼（lv35）\0
1120144	u,史齊拉（lv32）\0
1120145	u,海賊船長 凱侖（lv33）\0
1120146	u,洞穴僕人之王 義西卡（lv60）\0
1120147	u,食腐王首領（lv40）\0
1120148	u,死靈崗哨禁衛兵（lv47）\0
1120149	u,納肯達斯（lv40）\0
1120150	u,恐怖復仇者 克萊文（lv44）\0
1120151	u,奧爾芬的侍女（lv48）\0
1120152	u,妖精女王 提米妮爾（lv61）\0
1120153	u,烏魯吐背叛者 浮雷基（lv25）\0
1120154	u,財富徵收者塔羅斯 （lv25）\0
1120155	u,火焰石高崙（lv44）\0
1120156	u,山賊頭目 巴里達（lv55）\0
1120157	u,提瑪克獸人 格司默斯（lv45）\0
1120158	u,盜賊 凱巴爾（lv44）\0
1120159	u,魔物 西瑞恩（lv45）\0
1120160	u,怨靈 朗特（lv65）\0
1120161	u,永生救贖者 瑪蒂（lv71）\0
1120162	u,智天使 加洛西亞（lv79）\0
1120163	u,米那斯 亞諾爾（lv70）\0
1120164	u,忘卻的鏡子（lv49）\0
1120165	u,亡者 艾瑞佛（lv51）\0
1120166	u,哈里特守護者 格朗奇（lv56）\0
1120167	u,高爾勾倫司（lv64）\0
1120168	u,最後的下巨人 猶特努斯（lv66）\0
1120169	u,盜墓者 基隱（lv52）\0
1120170	u,幽靈騎士 卡貝德（lv55）\0
1120171	u,席琳的祭司 希瑟雷蒙（lv65）\0
1120172	u,魔導士 肯尼詩（lv53）\0
1120173	u,札肯的航海士 提利恩（lv50）\0
1120174	u,水之靈 黎安（lv40）\0
1120175	u,格溫鐸爾（lv40）\0
1120176	u,伊娃的精靈 尼尼薇（lv55）\0
1120177	u,法利昂的使者 平格因（lv52）\0
1120178	u,法利昂的手下 伊斯特利（lv45）\0
1120179	u,盜墓隊長 阿卡達（lv30）\0
1120180	u,奈爾利斯的冤魂（lv39）\0
1120181	u,掠奪者 萊伊特（lv37）\0
1120182	u,暗黑邪術士 巴蘭卡（lv53）\0
1120183	u,巨神高崙 卡歐斯（lv52）\0
1120184	u,冰雪女王親衛隊長（lv59）\0
1120185	u,釘刺司塔卡拓女王 夏伊德（lv80）\0
1120186	u,輝煌的支配者 亞奈斯（lv80）\0
1120187	u,祭司長 安蒂莉雅絲 班 胡爾特（lv80）\0
1120188	u,退化高崙（lv73）\0
1120189	u,熾炎石巨人（lv76）\0
1120190	u,莉莉絲（lv80）\0
1120191	u,亞納（lv80）\0
1120192	u,冰雪妖精 希露（lv60）\0
1120193	u,冰柱大王 烏巴魯巴（lv74）\0
1120194	u,百眼的惡魔（lv78）\0
1120195	u,火之魂靈 那斯特倫（lv80）\0
1120196	u,水之魂靈 阿修塔爾（lv80）\0
1120197	u,烏魯卡（lv80）\0
1120198	u,賽爾蘭（lv80）\0
1120199	u,颱風（lv83）\0
1120200	u,巴德士頓（lv80）\0
1120201	u,路克（lv83）\0
1120202	u,愛尼拉（lv85）\0
1120203	u,迪歐斯（lv85）\0
1120204	u,艾罕 克羅迪庫斯（lv81）\0
1120205	u,艾罕 克蘭尼庫斯（lv81）\0
1120206	u,食人司塔卡拓隊長（lv84）\0
1120207	u,釘刺司塔卡拓女王 夏伊德（lv84）\0
1120208	u,格溫鐸爾（lv83）\0
1120209	u,水之靈 黎安（lv84）\0
1120210	u,巨人 拿爾帕拿克（lv82）\0
1120211	u,高爾勾倫司（lv82）\0
1120212	u,最後的下巨人 猶特努斯（lv83）\0
1120213	u,黑卡特原型（lv83）\0
1121000	u,執事：請稍候。\0
1121001	u,執事：請讓女王恢復原貌...\0
1121002	u,執事：時間不多了，請您盡快。\0
1121003	u,執事：難道還是不行嘛...\0
1121004	u,芙蕾雅：這裡是哪裡..那天以後..\0
1121005	u,開放時間已結束。在女王城堡內逗留的訪客請到外面來。\0
1121006	u,除了被允許的人之外，一律不可攜帶武器！\0
1121007	u,您想欺騙我？真是令人失望。\0
1121008	u,剩下30分鐘。\0
1121009	u,剩下20分鐘。\0
101	u,愛情隨信\0
102	u,愛情隨信﹝進行中﹞\0
103	u,愛情隨信﹝結束﹞\0
25701	u,領主的公告\0
25702	u,領主的公告﹝進行中﹞\0
25703	u,領主的公告﹝結束﹞\0
15101	u,熱病治療劑\0
15102	u,熱病治療劑﹝進行中﹞\0
15103	u,熱病治療劑﹝結束﹞\0
26201	u,和象牙塔的交易\0
26202	u,和象牙塔的交易﹝進行中﹞\0
201	u,女人的心\0
202	u,女人的心﹝進行中﹞\0
203	u,女人的心﹝結束﹞\0
25801	u,需要狼皮\0
25802	u,需要狼皮﹝進行中﹞\0
301	u,解除封印\0
302	u,解除封印﹝進行中﹞\0
303	u,解除封印﹝結束﹞\0
26101	u,收藏家的願望\0
26102	u,收藏家的願望﹝進行中﹞\0
26001	u,獵殺獸人\0
26002	u,獵殺獸人﹝進行中﹞\0
26301	u,消滅獸人\0
26302	u,消滅獸人﹝進行中﹞\0
10101	u,團結之劍\0
10102	u,團結之劍﹝進行中﹞\0
10103	u,團結之劍﹝結束﹞\0
10301	u,鐵匠魂\0
10302	u,鐵匠魂﹝進行中﹞\0
10303	u,鐵匠魂﹝結束﹞\0
10601	u,被遺忘的真實\0
10602	u,被遺忘的真實﹝進行中﹞\0
10603	u,被遺忘的真實﹝結束﹞\0
10201	u,腐海的熱病\0
10202	u,腐海的熱病﹝進行中﹞\0
10203	u,腐海的熱病﹝結束﹞\0
15501	u,尋找溫達伍德閣下\0
15502	u,尋找溫達伍德閣下﹝進行中﹞\0
15503	u,尋找溫達伍德閣下﹝結束﹞\0
30601	u,火和冰的水晶\0
30602	u,火和冰的水晶﹝進行中﹞\0
15401	u,獻給大海\0
15402	u,獻給大海﹝進行中﹞\0
15403	u,獻給大海﹝結束﹞\0
17001	u,危險的誘惑\0
17002	u,危險的誘惑﹝進行中﹞\0
17003	u,危險的誘惑﹝結束﹞\0
17004	u,讓你永遠都做惡夢無法甦醒！\0
17005	u,我的靈魂屬於伊克魯斯閣下...\0
16401	u,血腥的惡魔\0
16402	u,血腥的惡魔﹝進行中﹞\0
16403	u,血腥的惡魔﹝結束﹞\0
16404	u,我要啜飲你的熱血！\0
16405	u,和克里米斯的契約已履行完畢...\0
16101	u,世界樹果實\0
16102	u,世界樹果實﹝進行中﹞\0
16103	u,世界樹果實﹝結束﹞\0
31601	u,消滅鼠人\0
31602	u,消滅鼠人﹝進行中﹞\0
31603	u,為什麼要鎮壓我們...？\0
32001	u,死亡述說未來\0
32002	u,死亡述說未來﹝進行中﹞\0
31901	u,死亡的氣息\0
31902	u,死亡的氣息﹝進行中﹞\0
16301	u,詩人的著作\0
16302	u,詩人的著作﹝進行中﹞\0
16303	u,詩人的著作﹝結束﹞\0
16901	u,噩夢的子孫\0
16902	u,噩夢的子孫﹝進行中﹞\0
16903	u,噩夢的子孫﹝結束﹞\0
10401	u,鏡之精靈\0
10402	u,鏡之精靈﹝進行中﹞\0
10403	u,鏡之精靈﹝結束﹞\0
10501	u,與獸人的交戰\0
10502	u,與獸人的交戰﹝進行中﹞\0
10503	u,與獸人的交戰﹝結束﹞\0
15201	u,高崙的碎片\0
15202	u,高崙的碎片﹝進行中﹞\0
15203	u,高崙的碎片﹝結束﹞\0
15601	u,千年的愛\0
15602	u,千年之愛﹝進行中﹞\0
15603	u,千年之愛﹝結束﹞\0
15701	u,回收走私物品\0
15702	u,回收走私物品﹝進行中﹞\0
15703	u,回收走私物品﹝結束﹞\0
15801	u,罪惡的種子\0
15802	u,罪惡的種子﹝進行中﹞\0
15803	u,罪惡的種子﹝結束﹞\0
15804	u,...竟敢向我挑戰！\0
15805	u,將巴列斯的權勢，遍佈於天下...！\0
15901	u,守護水源\0
15902	u,守護水源﹝進行中﹞\0
15903	u,守護水源﹝結束﹞\0
16001	u,娜魯帕的囑託\0
16002	u,娜魯帕的囑託﹝進行中﹞\0
16003	u,娜魯帕的囑託﹝結束﹞\0
20101	u,戰士指南\0
20102	u,戰士指南﹝進行中﹞\0
20103	u,戰士指南﹝結束﹞\0
20201	u,法師指南\0
20202	u,法師指南﹝進行中﹞\0
20203	u,法師指南﹝結束﹞\0
20301	u,精靈指南\0
20302	u,精靈指南﹝進行中﹞\0
20303	u,精靈指南﹝結束﹞\0
20401	u,黑暗精靈指南\0
20402	u,黑暗精靈指南﹝進行中﹞\0
20403	u,黑暗精靈指南﹝結束﹞\0
15301	u,運送物品\0
15302	u,運送物品﹝進行中﹞\0
15303	u,運送物品﹝結束﹞\0
30301	u,箭頭的收集\0
30302	u,箭頭的收集﹝進行中﹞\0
31301	u,孢子的收集\0
31302	u,孢子的收集﹝進行中﹞\0
31701	u,抓住風\0
31702	u,抓住風﹝進行中﹞\0
16601	u,黑暗儀式\0
16602	u,黑暗儀式﹝進行中﹞\0
16603	u,黑暗儀式﹝結束﹞\0
16701	u,矮人的溫情\0
16702	u,矮人的溫情﹝進行中﹞\0
16703	u,矮人的溫情﹝結束﹞\0
32401	u,香甜的毒酒\0
32402	u,香甜的毒酒﹝進行中﹞\0
32404	u,香甜的毒酒\0
16201	u,地下要塞的詛咒\0
16202	u,地下要塞的詛咒﹝進行中﹞\0
16203	u,地下要塞的詛咒﹝結束﹞\0
16501	u,席琳的狩獵祭\0
16502	u,席琳的狩獵祭﹝進行中﹞\0
16503	u,席琳的狩獵祭﹝結束﹞\0
16801	u,物資補給\0
16802	u,物資補給﹝進行中﹞\0
16803	u,物資補給﹝結束﹞\0
40501	u,成為牧師的路\0
40502	u,成為牧師的路﹝進行中﹞\0
40901	u,成為神使的路\0
40902	u,成為神使的路﹝進行中﹞\0
40909	u,聖火是我們的!!\0
40910	u,啊...我們不會...放棄...\0
40911	u,聖火是我們的!!\0
40912	u,聖火是我們的!!\0
40913	u,主人，如您所願!\0
41101	u,成為暗殺者之路\0
41102	u,成為暗殺者之路﹝進行中﹞\0
41201	u,成為黑暗巫師之路\0
41202	u,成為黑暗巫師之路﹝進行中﹞\0
41301	u,成為席琳神使之路\0
41302	u,成為席琳神使之路﹝進行中﹞\0
41001	u,成為沼澤騎士之路\0
41002	u,成為沼澤騎士之路﹝進行中﹞\0
40601	u,成為精靈騎士之路\0
40602	u,成為精靈騎士之路﹝進行中﹞\0
40801	u,成為精靈巫師之路\0
40802	u,成為精靈巫師之路﹝進行中﹞\0
40101	u,成為鬥士之路\0
40102	u,成為鬥士之路﹝進行中﹞\0
40201	u,成為騎士之路\0
40202	u,成為騎士之路﹝進行中﹞\0
40301	u,成為盜賊之路\0
40302	u,成為盜賊之路﹝進行中﹞\0
40306	u,乳臭未乾的小子，憑你也想抓我？\0
40307	u,我一定會洗刷這個恥辱...\0
40308	u,什麼？你竟敢向我挑戰!\0
40309	u,赤眼山賊團必會復仇的!\0
40310	u,儘管來吧，乳臭未乾的小子!\0
40311	u,我的伙伴定會幫我報仇...\0
40312	u,你這愚昧的小子，讓我告訴你什麼才是真正的戰鬥!\0
40313	u,嗚，居然就這麼死了...真不公平啊!\0
40401	u,成為巫師之路\0
40402	u,成為巫師之路﹝進行中﹞\0
40701	u,成為精靈巡守之路\0
40702	u,成為精靈巡守之路﹝進行中﹞\0
26701	u,綠色的憤怒\0
26702	u,綠色的憤怒﹝進行中﹞\0
32801	u,商人的感覺\0
32802	u,商人的感覺﹝進行中﹞\0
32804	u,商人的感覺\0
32601	u,消滅殘存者\0
32602	u,消滅殘存者﹝進行中﹞\0
32501	u,不祥的收藏家\0
32502	u,不祥的收藏家﹝進行中﹞\0
32504	u,不祥的收藏家\0
26401	u,利爪\0
26402	u,利爪﹝進行中﹞\0
26501	u,奴隸的鎖鏈\0
26502	u,奴隸的鎖鏈﹝進行中﹞\0
26601	u,小精靈的囑託\0
26602	u,小精靈的囑託﹝進行中﹞\0
32901	u,矮人的好奇心\0
32902	u,矮人的好奇心﹝進行中﹞\0
32904	u,矮人的好奇心\0
33001	u,味覺的魔術師\0
33002	u,味覺的魔術師﹝進行中﹞\0
33004	u,味覺的魔術師\0
33101	u,復仇之箭\0
33102	u,復仇之箭﹝進行中﹞\0
33104	u,復仇之箭\0
41501	u,成為半獸人武者之路\0
41502	u,成為半獸人武者之路﹝進行中﹞\0
41601	u,成為半獸人巫醫之路\0
41602	u,成為半獸人巫醫之路﹝進行中﹞\0
41801	u,成為工匠之路\0
41802	u,成為工匠之路﹝進行中﹞\0
41401	u,成為半獸人突襲者之路\0
41402	u,成為半獸人突襲者之路﹝進行中﹞\0
41701	u,成為收集者之路\0
41702	u,成為收集者之路﹝進行中﹞\0
29701	u,守門人的囑託\0
29702	u,守門人的囑託﹝進行中﹞\0
27701	u,守門人的祭品\0
27702	u,守門人的祭品﹝進行中﹞\0
10701	u,無情的懲戒\0
10702	u,無情的懲戒﹝進行中﹞\0
10703	u,無情的懲戒﹝結束﹞\0
10801	u,東奔西撞的鑽石大騷動\0
10802	u,東奔西撞的鑽石大騷動﹝進行中﹞\0
10803	u,東奔西撞的鑽石大騷動﹝結束﹞\0
501	u,礦工的囑託\0
502	u,礦工的囑託﹝進行中﹞\0
503	u,礦工的囑託﹝結束﹞\0
20601	u,矮人指南\0
20602	u,矮人指南﹝進行中﹞\0
20603	u,矮人指南﹝結束﹞\0
25901	u,牧場主人的委託\0
25902	u,牧場主人的委託﹝進行中﹞\0
25904	u,牧場主人的委託\0
29201	u,消滅山賊\0
29202	u,消滅山賊﹝進行中﹞\0
29301	u,隱藏的礦脈\0
29302	u,隱藏的礦脈﹝進行中﹞\0
29401	u,隱祕的事業\0
29402	u,隱祕的事業﹝進行中﹞\0
29501	u,天空的夢想\0
29502	u,天空的夢想﹝進行中﹞\0
29601	u,狼蛛網\0
29602	u,狼蛛網﹝進行中﹞\0
401	u,火之君主的健康\0
402	u,火之君主的健康﹝進行中﹞\0
403	u,火之君主的健康﹝結束﹞\0
20501	u,獸人指南\0
20502	u,獸人指南﹝進行中﹞\0
20503	u,獸人指南﹝結束﹞\0
