id	hunting_type	level	unk_1	loc_x	loc_y	loc_z	extra	affiliated_area_id	name
119	1	45	0	156898.00000000	11217.00000000	-4032.00000000	u,在亞丁-艾爾摩之間的攻城戰中，曾經歷過最大危機且引發過最激烈的戰鬥之地。之後亞丁在榮耀的平原擊敗了他們。\0	97	u,激戰的平原\0
120	7	0	0	112405.00000000	-16607.00000000	-1864.00000000	u,建立在艾爾摩王國西部國境的守備隊崗哨。由於此地國境紛爭不斷，而且是多山地帶，所以沒有大型的建築，只有設立警衛崗哨。崗哨的體積雖小，但卻保有相當多的國境守備隊隊員，警戒嚴森。往南部移動的話，會有古戰場展現在眼前。\0	97	u,西部國境守備隊\0
121	0	0	0	0.00000000	0.00000000	0.00000000	u,在艾爾摩亞丁崩潰以後，因納得立地區長期以獨立國自居。之後，當統一王 拉烏爾宣布亞丁王國的成立之時，被列入為亞丁王國，但之後也依然保持著自治權。\0	121	u,因納得立領地\0
122	1	83	0	91088.00000000	182384.00000000	-3192.00000000	u,這裡有很多淺小的湖泊，而覆蓋其周圍的蘆葦田中充滿大量的水氣，但濕氣不重，再加上由於海風與江邊吹來的風，讓人感覺清爽舒適。這裡是由水之精靈 吉爾朵所統治的地方，但現在卻深受伊娃的影響。\0	121	u,寧靜平原\0
123	1	83	0	74592.00000000	207656.00000000	-3032.00000000	u,從海音斯村莊往西部伸展的這個蘆葦田流傳著一種傳說，說是若在這個蘆葦田訴說愛情的話，就能美夢成真。實際上，伊娃女神的確很喜歡傾聽來訪此地的戀人所訴說的故事並給予協助。\0	121	u,細語平原\0
124	2	40	0	84413.00000000	234334.00000000	-3656.00000000	u,大眾所知道的水之女神 伊娃唯一的居處。為了防止魯莽闖進此地的人類，在宮殿入口建造了複雜的迷宮，並在其內安排了危險的怪物們。而且，法利昂的軍勢也經常入侵此地。但是，伊娃是否真的居住此地則無從得知。\0	121	u,伊娃的水中庭園\0
125	1	40	0	115583.00000000	192261.00000000	-3488.00000000	u,令人恐怖的鱷魚集體棲息的地方。在很久以前，從阿貝拉地區進口的一群鱷魚最近突然增殖，並對居民造成了威脅。因納得立城覺得這些鱷魚群是個大麻煩，但因為牠們太過凶猛，所以也無法輕易消滅。雖然牠們的活動範圍不會遠離鱷魚島，但偶爾也會襲擊乘船的人。\0	121	u,鱷魚島\0
126	3	0	0	111455.00000000	219400.00000000	-3546.00000000	u,在一個原屬於港灣的地區建造起來的水上都市，水和建築物的搭配形成了美麗的景觀。在村莊的各個角落都有水的流動，而且整體來說，村莊內的石雕建築給人一種非常明亮且時髦的感覺。這裡是人類和精靈共同生活的村莊，而且依然保留著對伊娃的原始信仰。\0	121	u,水上都市海音斯\0
127	3	0	0	115988.00000000	246899.00000000	-976.00000000	u,位於海邊的城，其規模也比其他領地的城偏小。不知道這是不是偏向因納得立居民的品味，整座城給人一種彷彿好像會融入周邊景觀的感覺。\0	121	u,因納得立城\0
128	1	38	0	116267.00000000	201177.00000000	-3432.00000000	u,在鱷魚島正對面的海岸，有時鱷魚或怪物會從鱷魚島流入此地。\0	121	u,鱷魚的白沙灘\0
129	6	0	0	12443.00000000	183467.00000000	-3560.00000000	u,狄恩怪物競賽場內部的競技場。\0	1	u,狄恩競技場\0
130	3	0	0	-55699.00000000	-114967.00000000	2528.00000000	u,所有的半獸人在出生後不久就會被寄託在帕格立歐神殿。按照每個半獸人的能力，在此地將會選拔為戰士或魔法師並接受嚴酷的訓練，然後成長為一個視強悍為最高德目，視恐懼為最大恥辱的半獸人一族。\0	138	u,帕格立歐神殿\0
131	3	0	0	-45158.00000000	-112583.00000000	-236.00000000	u,被精靈奪取大陸霸權的貴族半獸人，之後選擇定居在不滅高原。而在他們所建立的最後一個半獸人王國中心地區，指使了那些抓來當奴隸的矮人們建造了村莊，並在那周圍建起了高大而結實的外牆。與其說是個謀生的地方，這裡倒是給人一種具有軍事要塞的感覺。\0	138	u,半獸人村莊\0
132	7	0	0	-8830.00000000	-119289.00000000	424.00000000	u,建有帕格立歐神殿的地方。本來是半獸人的聖地，但在戰爭中敗北的貴族半獸人最終被撤離到了這個地方。\0	138	u,不滅高原\0
133	2	10	0	9340.00000000	-112509.00000000	-2536.00000000	u,此地本來是埋葬半獸人部族長或勇士們的墓地。這個墓地是指使矮人奴隸們後建造起來的地方。竣工之後，他們將半獸人的遺骨和矮人奴隸們一起殉葬於此地。而且，為了鍛鍊年輕的半獸人，會抓來一些下級半獸人中的異種族奴隸或猛獸後關入此地，並讓他們在這個洞窟中累積修練。有時還會出現被殉葬的矮人不死生物。\0	138	u,試練洞窟\0
134	7	0	0	8652.00000000	-139941.00000000	-1144.00000000	u,流向艾爾摩北部半獸人土地的巨型瀑布。聽說此地是最傑出的卡巴塔里累積修練的地方。\0	138	u,冰凍瀑布\0
135	1	1	0	-39347.00000000	-107274.00000000	-2072.00000000	u,這裡是結合帕格立歐神殿和半獸人村莊的地方，也是侍奉半獸人英靈之地。\0	138	u,英雄之谷\0
136	1	8	0	-10983.00000000	-117484.00000000	-2464.00000000	u,在半獸人的活動區域-不滅高原北部不但有冰凍瀑布，而且還棲息著一群適應於寒冷氣溫的怪物。這裡可說是半獸人的訓練場所。\0	138	u,不滅高原北部\0
137	1	18	0	-4190.00000000	-80040.00000000	-2696.00000000	u,在半獸人的活動區域-不滅高原南部，棲息著一群比北部更強悍且結實的怪物。這裡是背叛者-巫師 卡沙親自統治的地方。\0	138	u,不滅高原南部\0
138	0	0	0	0.00000000	0.00000000	0.00000000	a,	138	u,修加特領地\0
139	7	0	0	106561.00000000	-173949.00000000	-400.00000000	u,所有的矮人將從基層公會會員開始啟程，他們首次培訓的項目就是靠自己的力量去收集所需的資源。為此，年輕的矮人將會被送往灰柱公會所經營的採石場。隨著採集各種礦石，同時也能鍛鍊基礎體力。\0	138	u,採石場\0
140	3	0	0	115120.00000000	-178224.00000000	-917.00000000	u,由矮人建造的村莊，是公會聯合和元老會，以及矮人之神-梅芙的神殿所在地。矮人公會聯合代表著下述的六個公會：銀天秤（貿易）、黃金之輪（貿易）、灰柱（建設、礦山）、鋼鐵之門（銀行）、黑色鐵砧（煉鐵工）、青銅鑰匙（收集和採集）\0	138	u,矮人村莊\0
141	7	0	0	147493.00000000	-200840.00000000	192.00000000	u,在過去當半獸人攻擊矮人王國並將矮人視為奴隸的時期，逃離半獸人殘酷無情的侵略，好不容易存活下來的矮人們，拋棄了自己的王國並定居在士伯吟山脈中他們所挖好的礦山地帶內部。自從那個時候開始，在此地營建了矮人的根據地。\0	138	u,士伯吟山脈礦區\0
142	2	10	0	139714.00000000	-177456.00000000	-1536.00000000	u,以前是個可以採集米索莉的地方，但如今卻是個廢棄的礦坑。\0	138	u,廢棄的礦坑\0
143	2	81	0	171946.00000000	-173352.00000000	3440.00000000	u,當廢棄的礦坑中的米索莉全部被採集完畢時，矮人們找到了這個新的米索莉源區。但由於裡面棲息著令人恐懼的怪物「地蟲」，導致開發中斷，現在已成為怪物的巢穴。不過，聽說地蟲本身已被矮人勇士消滅而不存在。\0	138	u,米索莉礦山\0
144	1	1	0	112971.00000000	-174924.00000000	-608.00000000	u,矮人村莊周邊的多山地帶。因冷風吹拂而冰凍的峽谷。\0	138	u,冰凍之谷\0
145	1	8	0	128527.00000000	-204036.00000000	-3408.00000000	u,矮人開拓的礦山地帶。位於矮人村莊附近，而且分布著一些較弱的怪物。\0	138	u,山脈礦區西部\0
146	1	18	0	175836.00000000	-205837.00000000	-3384.00000000	u,脫離廢棄的礦坑，一直延伸到可採集新米索莉資源的米索莉礦山之地段。與西部相比，棲息著一些較凶暴的怪物。\0	138	u,山脈礦區東部\0
147	7	0	0	113826.00000000	-171150.00000000	-160.00000000	u,過去曾來往矮人村莊和修加特城鎮的列車所通行的長長隧道。矮人在此地建造了火車的鐵軌以便運送礦物，但是自從矮人王國沒落之後遭到了遺棄，如今卻只剩下生鏽的鐵路。雖然火車已不再運行，但這個隧道是唯一能讓矮人與外面世界交流的通道。\0	138	u,山脈礦區通道\0
148	1	30	0	111965.00000000	-154172.00000000	-1528.00000000	u,設有老舊鐵路的荒野地帶。過去以火車，而當今以步行來往矮人村莊和修加特城鎮的矮人商人，但此地區卻充斥著覬覦矮人商人的山賊群。食人魔和其奴隸種族-地靈以廢棄的採石場為根據地，正在形成一股強大的勢力。\0	138	u,掠奪的荒野\0
149	1	53	0	113903.00000000	-108752.00000000	-884.00000000	u,艾爾摩亞丁帝國的魔公女-梅麗莎曾掌管的如迷宮般複雜的峽谷。過去曾被稱為夏暑迷宮，但自從梅麗莎覺醒為冰雪女王 芙蕾雅之後所施下的「寒冬詛咒」，導致此地覆蓋在冰凍的冰雪之中，因此被命名為寒冬迷宮。\0	138	u,寒冬迷宮\0
150	1	57	0	102728.00000000	-126242.00000000	-2840.00000000	u,愛慕芙蕾雅的七矮人巨匠所建造的庭園，其構造如同長而複雜的迷宮。這裡原本是個美麗的地方，但自從芙蕾雅施下了寒冬詛咒之後，長年覆蓋在萬年冰雪之中。\0	138	u,芙蕾雅的庭園\0
151	1	73	0	91280.00000000	-117152.00000000	-3952.00000000	u,下巨人時代曾建有巨大研究所的地方。本來此地是由一個名叫帕比爾的巨人在研究氣候現象的研究所。但是，在發生原因不明的爆炸案件之後，研究所本身就變成了一個廢墟。不久前，這裡還是個只剩下魔物在徘徊的廢棄之地。但是自從發現到具有強悍力量的星石之後，此地區引起了矮人和黑暗精靈的注目。但是，現在卻有個被稱為瘋狂科學家的卡歐斯博士，利用星石組織了恐怖的高崙軍團，因此已落入他的手中。\0	138	u,帕比爾遺蹟\0
152	7	0	0	76021.00000000	-110477.00000000	-1704.00000000	u,矮人礦夫們穿鑿鐵幕山脈後建造的隧道。當時為了配合未經規劃的施工日程，進行了危險的爆炸作業，之後包括總監巨匠 卡隆在內的許多矮人礦工們也都在此地犧牲了生命。在隧道完工之後，建立了墓碑來紀念犧牲者們，並以總監的名字將此地命名為卡隆洞窟。經過這個洞窟的旅者們，至今還會傳出目擊到矮人幽靈出現的消息。\0	138	u,卡隆洞窟\0
153	1	81	0	68693.00000000	-110438.00000000	-1946.00000000	u,本來是半獸人王國的都市之一，但目前是由墮落的半獸人邪術士 巴蘭卡所統治的地區。亦稱為暗黑邪術士的巴蘭卡，本來是半獸人王國的下級祭司長，但由於他涉嫌與惡靈交感因而被驅逐。之後，巴蘭卡將化為廢墟的半獸人舊都市做為根據地，與腐敗的惡靈卡沙締結契約，將黑暗魔力弄到了手。為了對驅逐他的人們報仇，他不僅煽動魔物們，還籌劃了與背叛火之君主的羅格那獸人聯手共事等的事情。\0	138	u,惡靈巢穴\0
154	1	80	0	47692.00000000	-115745.00000000	-3744.00000000	u,被半獸人王國驅逐的部族們所建立的墓地。被半獸人王國驅逐的巴吐、莫列克、圖魯卡部族的半獸人不允許被埋葬在不滅高原，因此只好被埋在這個地方，也之所以才會被稱為恥辱墓地。火之君主 卡卡伊為了防範半獸人背叛者之靈魂闖進不滅高原，於是派遣了精銳士兵們看守此地，而被埋葬在此地的半獸人背叛者部族卻因為那份深深的怨恨，化為不死生物之後漂泊在墓地周圍。\0	138	u,恥辱墓地\0
155	7	0	0	32173.00000000	-122954.00000000	-792.00000000	u,在過去半獸人王國的精銳軍和叛亂部族們之間曾引發過激戰的地方。如今是個唯一可以進入半獸人之聖地-不滅高原的通道，因此此地的半獸人士兵們警戒特別森嚴。為了紀念當時戰死的英雄們，在這峽谷的壁面上刻印著象徵各部族之圖騰的象形文字、裝飾紋章等。\0	138	u,君王之谷\0
156	3	0	0	77630.00000000	-150885.00000000	368.00000000	u,建立在修加特領地內的城。具有艾爾摩風格且為戰鬥目的而建造的城。\0	138	u,修加特城\0
157	3	0	0	87056.00000000	-143472.00000000	-1296.00000000	u,在修加特領地內的城鎮。由於鄰近半獸人或矮人根據地，因此也是個由各種族糾結在一起共存的屈指可數的地方。\0	138	u,修加特城鎮\0
158	2	70	0	90418.00000000	-107317.00000000	-3328.00000000	u,在帕比爾遺蹟內的奇妙的遺蹟。內部充滿了一些危險的高崙和來歷不明的裝置。\0	138	u,古代研究所遺蹟\0
159	7	0	0	107577.00000000	-122392.00000000	-3632.00000000	u,位於修加特領地西北部的湖。在峽谷的低地帶形成的湖水，整個湖面已凍結成冰。有些愛好釣魚的人也會在此地享受著冰釣的樂趣。\0	138	u,寒霜之湖\0
160	1	39	0	121618.00000000	-141554.00000000	-1496.00000000	u,位於掠奪的荒野西部的遺蹟，聽說在此地曾計畫過製造翱翔天空的火車。\0	138	u,空中列車遺蹟\0
175	2	0	0	-79184.00000000	111952.00000000	-4897.00000000	u,黎明的君主們舉行黑暗的祭典的地方。\0	179	u,黎明的神諭處\0
176	2	0	0	-80208.00000000	87120.00000000	-5153.00000000	u,黃昏的革命軍舉行黑暗的祭典的地方。\0	179	u,黃昏的神諭處\0
177	2	30	0	0.00000000	0.00000000	0.00000000	u,異世界的侵略軍所聚集的次元之間的裂痕。黎明和黃昏的軍勢力為了阻止這些侵略軍而派遣到了此地。\0	179	u,次元的裂痕\0
178	6	0	0	-21453.00000000	-21058.00000000	-3024.00000000	u,受到金髮女人和黑盔甲騎士的呼喚之後，由一群貴族匯集此地來進行競賽的神聖的奧林匹亞競技場。\0	179	u,奧林匹亞競技場\0
179	0	0	0	0.00000000	0.00000000	0.00000000	u,政治上、軍事上，或者是以其他的理由等，不歸屬於任何一個領地的地方之統稱。\0	179	u,邊境\0
180	0	0	0	0.00000000	0.00000000	0.00000000	u,由於高達特的地殼不穩定，自古以來經常會發生火山活動，而且與南部的亞丁衝突不斷，使得居民的生活處於困境。再加上棲息在北部休火山附近的火龍巴拉卡斯，和佔據高達特南部的巴瑞卡賽勒諾斯是高達特的最大麻煩。\0	180	u,高達特領地\0
181	3	0	0	148024.00000000	-55281.00000000	-2728.00000000	u,這個城鎮是高達特領地的核心，也是艾爾摩東部地區的貿易樞紐。與亞丁引起的頻繁的戰爭，導致了反覆破壞與重建的工作，至今依然能發現到戰爭遺留下來的痕跡。這座城劃分為貴族地區的上層部和平民地區的下層部。\0	180	u,高達特城鎮\0
182	3	0	0	147450.00000000	-47331.00000000	-496.00000000	u,坐落在艾爾摩王國東部的高達特領地的城。與亞丁有過不斷的衝突，導致累積了反覆破壞與重建的戰績。為了防範不知何時再爆發的戰爭，採用了完美的要塞型態。\0	180	u,高達特城\0
183	1	67	0	132997.00000000	-60608.00000000	-2960.00000000	u,位於高達特城鎮和高達特城周邊的野獸的棲息地。自古以來，以險峻的環境而馳名的高達特內棲息著很多的野獸。甚至連臨近村莊的此地也會出現強悍的野獸，而且這裡也是高達特的獵人進行狩獵的主要獵場。\0	180	u,野獸的庭園\0
184	1	73	0	144880.00000000	-113468.00000000	-2560.00000000	u,由於發生在諸神的熔爐火山地帶的地熱，使地下水加熱後到處都會冒出溫泉的地區。此地棲息著很多前來尋覓水和休憩地的動物和怪獸。而且據說此地的溫泉對治療疾病等有很大的療效，因此也有很多人慕名前來此地。\0	180	u,溫泉地帶\0
185	5	0	0	139997.00000000	-124860.00000000	-1896.00000000	u,可以享受收費溫泉的高級休閒地區。這裡提供各種娛樂設施，而且是管理整個溫泉地的管理設施所在地。\0	180	u,虹彩之泉\0
186	2	78	0	168902.00000000	-116703.00000000	-2417.00000000	u,內有火龍巴拉卡斯巢穴的火山地帶。巴拉卡斯的部下們在此地佈陣後守護著自己的主人，並且毫不留情地消滅入侵的人類。\0	180	u,諸神的熔爐\0
187	2	80	0	189964.00000000	-116820.00000000	-1624.00000000	u,從諸神的熔爐前往巴拉卡斯巢穴時必經的通道。巴拉卡斯的部下們時時刻刻都在看守著這個通道。\0	180	u,火焰迴廊\0
188	2	85	0	215378.00000000	-116635.00000000	-1608.00000000	u,火龍巴拉卡斯的巢穴，也是火龍平時棲息的地方。\0	180	u,巴拉卡斯巢穴\0
189	1	77	0	146990.00000000	-67128.00000000	-3640.00000000	u,強悍的半獸人部族-肯特拉獸人為了侵略高達特而建造的前哨基地。趁艾爾摩-亞丁之戰的戰後混亂期佔據了此地，但由於與巴瑞卡賽勒諾斯突如其來的衝突，陷入了苦戰當中。\0	180	u,肯特拉獸人前哨基地\0
190	3	0	0	149548.00000000	-82014.00000000	-5592.00000000	u,肯特拉獸人部族的指揮部所在的前哨基地中心，而且可以求得各種補給品。\0	180	u,肯特拉獸人部落\0
191	2	76	0	186699.00000000	-75915.00000000	-2826.00000000	u,艾爾摩亞丁帝國的最後一個王子-芙琳泰沙藏匿其中的皇家秘密墓地。如今已化為惡魔的芙琳泰沙的親衛隊在看守著此地，而且有各種幽靈在此地徘徊。傳說內部藏有皇室的寶物，使得無數的冒險家蜂擁而至。\0	180	u,帝國之墓\0
192	7	0	0	168982.00000000	-86455.00000000	-3007.00000000	u,艾爾摩亞丁帝國的平民匯集此地後，對皇帝之墓表示敬意的地方。\0	180	u,巡禮者寺院\0
193	1	68	0	165054.00000000	-47861.00000000	-3560.00000000	u,位於高達特城東邊的峽谷。在格蘭肯和巨人之間誕生的擁有100隻眼睛的亞爾古斯，在巨人戰爭之後受到了光之神殷海薩的詛咒而被封印在此地。擁有亞爾古斯的黑暗半身的百眼的惡魔，和亞爾古斯之眼正處於對立關係。\0	180	u,亞爾古斯之壁\0
194	1	73	0	190112.00000000	-61776.00000000	-2944.00000000	u,艾爾摩亞丁帝國的貴族，對皇帝之墓表示敬意的地方，而且也是無法親身前往帝國之墓的人，等待從墓地返回的人們之場所。\0	180	u,諸侯的聖壇\0
195	1	77	0	125740.00000000	-40864.00000000	-3736.00000000	u,最強的傭兵集團-巴瑞卡賽勒諾斯所佔據的地區。趁亞丁艾爾摩戰爭的混亂期，霸佔了此地的領土。為了與坐落在北部的肯特拉獸人爭奪高達特領地的主導權，陷入了漫長的戰爭當中。\0	180	u,巴瑞卡賽勒諾斯兵營\0
196	3	0	0	108155.00000000	-53670.00000000	-2472.00000000	u,巴瑞卡賽勒諾斯指揮部的所在地，而且可以領取補給品的村莊。\0	180	u,巴瑞卡賽勒諾斯部落\0
197	2	83	0	178127.00000000	-84435.00000000	-7215.00000000	u,艾爾摩亞丁帝國的最後一個王子-芙琳泰沙藏匿其中的皇家秘密墓地。如今已化為惡魔的芙琳泰沙的親衛隊在看守著此地，而且有各種幽靈在此地徘徊。傳說內部藏有皇室的寶物，使得無數的冒險家蜂擁而至。\0	180	u,帝國之墓\0
198	1	60	0	106349.00000000	-61870.00000000	-2904.00000000	u,連接魯因和高達特領地的重要交通路線。遵照國王的命令，將叛亂軍的屍體掛在十字架後，並排在這個山坡上。如今已是個惡靈和不死生物猖獗的地方。\0	180	u,死靈的關口\0
199	2	80	0	174141.00000000	-88685.00000000	-5112.00000000	u,皇太子 芙琳泰沙居住的地方。\0	180	u,最後的皇陵\0
200	0	0	0	0.00000000	0.00000000	0.00000000	u,魯因曾是王國經濟活動的中心，而且也是個非常盛行製造業和貿易的地方。但是自從與格勒西亞中斷海上貿易之後，透過陸地的貿易也跟著變得蕭條，導致經濟活動也逐漸衰落。不過，另一方面，隨著修加特領地的矮人之經濟活動蓬勃發展後，此地變成了艾爾摩王國經濟活動的中心。\0	200	u,魯因領地\0
201	3	0	0	43835.00000000	-47749.00000000	-792.00000000	u,艾爾摩王國最大的都市，而且也是國都。過去曾是王國經濟活動的中心，但自從與格勒西亞中斷海上貿易之後，矮人的經濟活動在修加特蓬勃發展，使其崛起為一個新的經濟中心。艾爾摩特有的軍國主義文化，強烈地反映在生活上。\0	200	u,魯因城鎮\0
202	3	0	0	14659.00000000	-49230.00000000	-160.00000000	u,艾爾摩的王室-班 胡爾特家族治理的城。被譽為難攻不落的要塞。\0	200	u,魯因城\0
203	4	0	0	36839.00000000	-38435.00000000	-3640.00000000	u,魯因城鎮的港口。目前只剩下與古魯丁港口的定期航線，以及新發現的原始之島的航線。\0	200	u,魯因港口\0
204	7	0	0	40723.00000000	-94881.00000000	-2096.00000000	u,從猛獸放牧場北部流下來的瀑布。從這個瀑布流下來的水在負責供應魯因地區的各種工業/產業用水。\0	200	u,風辮瀑布\0
205	1	83	0	43805.00000000	-88010.00000000	-2780.00000000	u,在過去王國的上層部作為政策，為了將艾爾摩的猛獸馴服為軍用而建造的牧草地。隨著王國的衰落如今已得不到國家的支援，但還有一些牧童願意留下來馴服猛獸，因此透過冒險家們的協助在經營著這個牧草地。\0	200	u,猛獸放牧場\0
206	5	0	0	55133.00000000	-93217.00000000	-1360.00000000	u,為了管理猛獸放牧場，接受王國的支援後建立的農場。\0	200	u,野獸農莊\0
207	1	60	0	65797.00000000	-71510.00000000	-3744.00000000	u,可以前往以悠久歷史引以為傲的索黎那修道會-沉默修道院的通道，而且也是過去從殷海薩教團獲得聖者稱號的聖職者們被安葬的聖地。\0	200	u,聖者之谷\0
208	1	63	0	52107.00000000	-54328.00000000	-3158.00000000	u,本來是屬於魯因一個優秀的家族-潘 哈曼家族的領地，但由於潘 哈曼家族的叛亂和隨後而來的討伐已成為廢墟的森林。資源不足的魯因，本來想要利用此地的樹木當作資源，但沒想到此地卻徘徊著一群惡靈、不死生物以及吸血鬼，是個無法無天的地帶，因此只好表示遺憾就此罷休。\0	200	u,亡者的森林\0
209	3	0	0	57670.00000000	-41672.00000000	-3154.00000000	u,坐落在亡者的森林正中央的村莊。以前是由潘 哈曼家族的佃農享受著森林的優勢而生活的小鎮，但是在潘 哈曼家族受到叛逆罪而處刑之後也跟著遭到了破壞，如今已變成無人居住的村莊。但是也有傳聞說依然有人居住在此地。\0	200	u,受詛咒的村莊\0
210	5	0	0	57966.00000000	-28378.00000000	584.00000000	u,位於亡者的森林南部，本來是潘 哈曼家族所管理的魯因要塞之一，但現在卻由一群吸血鬼在那裡築巢。\0	200	u,亡者要塞\0
211	1	66	0	69340.00000000	-50203.00000000	-3314.00000000	u,在古代精靈-半獸人戰爭時期曾引發過激戰的戰場。受到當時所使用的強悍的魔法能量之影響，變成了一個具有毒性的沼澤地帶。目前由沼澤司塔卡拓在掌管此地，而且為了討伐牠們，由阿斯泰爾國王所派遣的黃金羊傭兵團正在和牠們進行激烈的戰爭。\0	200	u,悲鳴的沼澤\0
212	2	80	0	106414.00000000	-87799.00000000	-2949.00000000	u,在艾爾摩亞丁帝國末期，跟隨聖者 索黎那的殷海薩祭司們與世隔絕後，為了專注於祈禱與冥想而建立的修道院。由於坐落在較僻靜的地方，因此幾乎受不到戰爭或政治上暗中爭鬥的影響，直到今日也能秉持著索黎那修道會的傳統。根據傳聞，說是在修道院內保管著偉大的聖物。\0	200	u,沉默修道院\0
213	2	97	0	35630.00000000	-49748.00000000	-760.00000000	u,魯因的貴族侍奉著四大天王之一的惡魔-帝雷歐，而且在城鎮內極為隱密的深處建立了敬仰帝雷歐的神殿。每當到了月底的話，他們就會聚集此地來舉行祭拜帝雷歐的祭祀，並獻上血之祭物來擴展他們自己的勢力。\0	200	u,邪教神殿\0
214	2	82	0	88969.00000000	-45307.00000000	-2112.00000000	u,壽命將盡的司塔卡拓女王和其手下們居住的地下巢穴。在此地為了將以千分之一的機率誕生出來的女王幼蟲撫養成為成蟲，司塔卡拓褓姆拼命地在努力當中。而且，這裡也是培養司塔卡拓一族之精銳戰士階級-司塔卡拓總督的地方。\0	200	u,司塔卡拓巢穴\0
215	4	0	0	111418.00000000	225960.00000000	-3624.00000000	u,可以搭乘環繞海音斯一圈的遊覽船的地方，目前正在免費經營當中。\0	121	u,遊覽船碼頭\0
216	7	0	0	113750.00000000	-109163.00000000	-832.00000000	u,建有寒冬迷宮的峽谷附近，打算採集冰塊後拿來出售的矮人之根據地。\0	138	u,冰雪商隊駐紮地\0
217	7	0	0	126272.00000000	-159336.00000000	-1232.00000000	u,在很久以前遭到廢棄的矮人採石場。如今卻被用作為山賊們的巢穴。\0	138	u,山賊巢穴\0
218	1	83	0	8480.00000000	-14624.00000000	-3693.00000000	u,坐落在魯因城南部的這座島，是由艾爾摩王國出身的探險家兼學者-瑪爾奎茲首次發現的地方。這座島具有一個獨特的生態系，而且還棲息著一群叫做恐龍的巨型動物。牠們的牙可用來製作武器或裝飾品等，因此能以高價進行交易。島嶼內本身的物資雖然不是很豐富，但在此地所需的戰鬥用品卻相當齊全。\0	200	u,原始之島\0
219	4	0	0	10448.00000000	-24960.00000000	-3664.00000000	u,位於原始之島的唯一的碼頭，也是展開經濟活動的村莊。設有與魯因港口之間的定期航線。\0	200	u,碼頭\0
220	7	0	0	26240.00000000	-7840.00000000	-1972.00000000	u,位於失落的巢穴尾端的地方。在原始之島上的生命體當中，最強悍且最具危險的恐龍-賽爾蘭被席琳封印在此地。\0	200	u,賽爾蘭巢穴\0
234	1	78	0	145159.00000000	189247.00000000	-3756.00000000	u,位於因納得立北部的島嶼，是法利昂的巫女 帕爾米的居處。這裡本來是座小島，但藉由法利昂的魔力，變成了一座可以住人的島嶼。這是一座到處都有留下魔法痕跡的美麗島嶼。\0	121	u,神諭之島\0
235	2	97	0	143203.00000000	148824.00000000	-12004.00000000	u,帕爾米真正的居處。大家都知道這是個美麗的地方，但無人知道如何才能進入此地。\0	121	u,寶石居所\0
236	1	82	0	148444.00000000	160914.00000000	-3102.00000000	u,島嶼的北部地區，原本是看守帕爾米的法利昂部下們的居處，如今卻棲息著一群魔物。\0	121	u,水鱗丘陵\0
237	2	81	0	148838.00000000	179183.00000000	-6009.00000000	u,在島嶼西部的宅第，此地與島嶼的氣氛不同，散發著一股黑暗的氣氛。因納得立的女信徒們紛紛表示，雖然不知道這個宅第是何時被建造的，但自從這棟宅第出現之後，感覺總是會發生一些不好的事情，因此而擔憂。\0	121	u,暗雲宅邸\0
238	7	0	0	160074.00000000	167893.00000000	-3538.00000000	u,位於神諭之島東邊的一座小島。聽說這裡是法利昂來見帕爾米的地方。由於從此處望向神諭處的角度最美，因此前來拜訪帕爾米的人也必定會造訪此處。\0	121	u,珊瑚之巢\0
239	7	0	0	149532.00000000	1772243.00000000	-610.00000000	u,在島嶼中央的神諭處。這裡是村民可以會見帕爾米的地方。\0	121	u,水晶的神諭所\0
240	2	97	0	144697.00000000	147492.00000000	-12159.00000000	u,寶石居所中的一個區域。建有美麗的水中廣場。\0	121	u,翡翠廣場\0
241	2	97	0	149948.00000000	150300.00000000	-12170.00000000	u,寶石居所中的一個區域。可以欣賞海底熔岩路。\0	121	u,蒸汽之道\0
242	2	97	0	141135.00000000	149911.00000000	-11840.00000000	u,寶石居所中的一個區域。用珊瑚裝飾的庭園式走廊。\0	121	u,珊瑚庭園\0
243	1	92	0	-121436.00000000	56288.00000000	-1586.00000000	u,趁闇天使們遷居的時候入侵英魂之島的卡歐斯博士，為了阻止他的行動並收拾殘局，目前由矮人公會們駐紮在此地。\0	97	u,英魂之島\0
244	3	1	0	-118070.00000000	45956.00000000	420.00000000	u,原本是闇天使們的村莊，但由於居民們的遷居，目前處於封鎖狀態。\0	97	u,闇天使村莊\0
245	2	93	0	-86961.00000000	43356.00000000	-2680.00000000	u,朝往闇天使之神-諾爾妮所在之處的寧靜的空間。由於接近諾爾妮的卡歐斯博士，目前已啟動消除入侵者程序。\0	97	u,諾爾妮洞窟\0
246	2	93	0	-84728.00000000	60089.00000000	-2576.00000000	u,闇天使之神-諾爾妮所在的寧靜的空間。由於接近諾爾妮的卡歐斯博士，目前已啟動消除入侵者程序。\0	97	u,諾爾妮庭園\0
247	7	15	0	-123842.00000000	38117.00000000	1176.00000000	u,以闇天使一族的成人身分求得認同的地方。所有闇天使戰士將會從此地開始展開冒險。\0	97	u,英魂鐘乳洞\0
248	1	92	0	-103032.00000000	46457.00000000	-1136.00000000	u,在英魂之島東邊伸展開來的森林。聽說是為了紀念古代巨人-米密爾，才會以他的名字來命名。\0	97	u,米密爾森林\0
